"Tabela 9605 - População residente, por cor ou raça, nos Censos Demográficos"
"Variável - População residente"
"Nível","Cód.","Município","Ano x Cor ou raça"
"Nível","Cód.","Município","2022"
"Nível","Cód.","Município","Branca",,"Preta",,"Amarela",,"Parda",,"Indígena"
"MU","3535200","Palmeira d'Oeste (SP)","5864","Pessoas","399","Pessoas","162","Pessoas","2476","Pessoas","1","Pessoas"
"MU","3535309","Palmital (SP)","14795","Pessoas","701","Pessoas","29","Pessoas","4058","Pessoas","10","Pessoas"
"MU","3535408","Panorama (SP)","7767","Pessoas","703","Pessoas","67","Pessoas","6427","Pessoas","-","Pessoas"
"MU","3535507","Paraguaçu Paulista (SP)","23533","Pessoas","2076","Pessoas","298","Pessoas","15169","Pessoas","44","Pessoas"
"MU","3535606","Paraibuna (SP)","11857","Pessoas","610","Pessoas","47","Pessoas","5134","Pessoas","19","Pessoas"
"MU","3535705","Paraíso (SP)","4333","Pessoas","322","Pessoas","16","Pessoas","1415","Pessoas","13","Pessoas"
"MU","3535804","Paranapanema (SP)","12877","Pessoas","635","Pessoas","46","Pessoas","5828","Pessoas","9","Pessoas"
"MU","3535903","Paranapuã (SP)","2198","Pessoas","237","Pessoas","107","Pessoas","1489","Pessoas","-","Pessoas"
"MU","3536000","Parapuã (SP)","5837","Pessoas","484","Pessoas","165","Pessoas","4080","Pessoas","14","Pessoas"
"MU","3536109","Pardinho (SP)","4701","Pessoas","399","Pessoas","21","Pessoas","2030","Pessoas","2","Pessoas"
"MU","3536208","Pariquera-Açu (SP)","10062","Pessoas","1017","Pessoas","152","Pessoas","7854","Pessoas","148","Pessoas"
"MU","3536257","Parisi (SP)","1856","Pessoas","90","Pessoas","1","Pessoas","944","Pessoas","1","Pessoas"
"MU","3536307","Patrocínio Paulista (SP)","7557","Pessoas","1394","Pessoas","12","Pessoas","5541","Pessoas","7","Pessoas"
"MU","3536406","Paulicéia (SP)","3818","Pessoas","338","Pessoas","50","Pessoas","3748","Pessoas","1","Pessoas"
"MU","3536505","Paulínia (SP)","69553","Pessoas","7136","Pessoas","1164","Pessoas","32626","Pessoas","54","Pessoas"
"MU","3536570","Paulistânia (SP)","1316","Pessoas","84","Pessoas","3","Pessoas","686","Pessoas","1","Pessoas"
"MU","3536604","Paulo de Faria (SP)","3614","Pessoas","889","Pessoas","45","Pessoas","2851","Pessoas","1","Pessoas"
"MU","3536703","Pederneiras (SP)","27628","Pessoas","2853","Pessoas","62","Pessoas","14265","Pessoas","17","Pessoas"
"MU","3536802","Pedra Bela (SP)","4778","Pessoas","170","Pessoas","24","Pessoas","1577","Pessoas","8","Pessoas"
"MU","3536901","Pedranópolis (SP)","1967","Pessoas","122","Pessoas","6","Pessoas","688","Pessoas","4","Pessoas"
"MU","3537008","Pedregulho (SP)","8800","Pessoas","1336","Pessoas","19","Pessoas","5358","Pessoas","12","Pessoas"
"MU","3537107","Pedreira (SP)","28979","Pessoas","1770","Pessoas","56","Pessoas","12277","Pessoas","28","Pessoas"
"MU","3537156","Pedrinhas Paulista (SP)","1917","Pessoas","75","Pessoas","6","Pessoas","805","Pessoas","1","Pessoas"
"MU","3537206","Pedro de Toledo (SP)","6017","Pessoas","688","Pessoas","143","Pessoas","4411","Pessoas","22","Pessoas"
"MU","3537305","Penápolis (SP)","40435","Pessoas","2832","Pessoas","503","Pessoas","17878","Pessoas","31","Pessoas"
"MU","3537404","Pereira Barreto (SP)","10565","Pessoas","1621","Pessoas","1008","Pessoas","10887","Pessoas","14","Pessoas"
"MU","3537503","Pereiras (SP)","5857","Pessoas","436","Pessoas","10","Pessoas","2419","Pessoas","15","Pessoas"
"MU","3537602","Peruíbe (SP)","35802","Pessoas","5103","Pessoas","596","Pessoas","26312","Pessoas","538","Pessoas"
"MU","3537701","Piacatu (SP)","2967","Pessoas","256","Pessoas","42","Pessoas","2247","Pessoas","7","Pessoas"
"MU","3537800","Piedade (SP)","37961","Pessoas","1277","Pessoas","1186","Pessoas","12521","Pessoas","23","Pessoas"
"MU","3537909","Pilar do Sul (SP)","17968","Pessoas","913","Pessoas","831","Pessoas","7897","Pessoas","10","Pessoas"
"MU","3538006","Pindamonhangaba (SP)","99855","Pessoas","10656","Pessoas","1106","Pessoas","53685","Pessoas","116","Pessoas"
"MU","3538105","Pindorama (SP)","9992","Pessoas","533","Pessoas","26","Pessoas","3985","Pessoas","6","Pessoas"
"MU","3538204","Pinhalzinho (SP)","11528","Pessoas","553","Pessoas","60","Pessoas","3079","Pessoas","4","Pessoas"
"MU","3538303","Piquerobi (SP)","1716","Pessoas","159","Pessoas","14","Pessoas","1375","Pessoas","-","Pessoas"
"MU","3538501","Piquete (SP)","7757","Pessoas","942","Pessoas","16","Pessoas","3764","Pessoas","11","Pessoas"
"MU","3538600","Piracaia (SP)","17193","Pessoas","1257","Pessoas","288","Pessoas","7259","Pessoas","32","Pessoas"
"MU","3538709","Piracicaba (SP)","272080","Pessoas","33333","Pessoas","2095","Pessoas","115484","Pessoas","320","Pessoas"
"MU","3538808","Piraju (SP)","23116","Pessoas","935","Pessoas","119","Pessoas","5246","Pessoas","19","Pessoas"
"MU","3538907","Pirajuí (SP)","13653","Pessoas","1524","Pessoas","98","Pessoas","7139","Pessoas","17","Pessoas"
"MU","3539004","Pirangi (SP)","7701","Pessoas","409","Pessoas","20","Pessoas","2753","Pessoas","2","Pessoas"
"MU","3539103","Pirapora do Bom Jesus (SP)","7588","Pessoas","1819","Pessoas","49","Pessoas","8879","Pessoas","34","Pessoas"
"MU","3539202","Pirapozinho (SP)","13068","Pessoas","1657","Pessoas","460","Pessoas","10132","Pessoas","30","Pessoas"
"MU","3539301","Pirassununga (SP)","50072","Pessoas","4284","Pessoas","223","Pessoas","18899","Pessoas","57","Pessoas"
"MU","3539400","Piratininga (SP)","10506","Pessoas","742","Pessoas","140","Pessoas","3700","Pessoas","20","Pessoas"
"MU","3539509","Pitangueiras (SP)","17593","Pessoas","2426","Pessoas","41","Pessoas","13596","Pessoas","18","Pessoas"
"MU","3539608","Planalto (SP)","2338","Pessoas","243","Pessoas","16","Pessoas","1785","Pessoas","5","Pessoas"
"MU","3539707","Platina (SP)","1844","Pessoas","159","Pessoas","10","Pessoas","1010","Pessoas","2","Pessoas"
"MU","3539806","Poá (SP)","51053","Pessoas","12184","Pessoas","523","Pessoas","39916","Pessoas","79","Pessoas"
"MU","3539905","Poloni (SP)","3503","Pessoas","357","Pessoas","11","Pessoas","1716","Pessoas","5","Pessoas"
"MU","3540002","Pompéia (SP)","11066","Pessoas","1197","Pessoas","484","Pessoas","7428","Pessoas","21","Pessoas"
"MU","3540101","Pongaí (SP)","2579","Pessoas","103","Pessoas","7","Pessoas","704","Pessoas","2","Pessoas"
"MU","3540200","Pontal (SP)","15467","Pessoas","3622","Pessoas","35","Pessoas","18452","Pessoas","28","Pessoas"
"MU","3540259","Pontalinda (SP)","1989","Pessoas","364","Pessoas","4","Pessoas","1770","Pessoas","-","Pessoas"
"MU","3540309","Pontes Gestal (SP)","1397","Pessoas","149","Pessoas","12","Pessoas","829","Pessoas","-","Pessoas"
"MU","3540408","Populina (SP)","2470","Pessoas","263","Pessoas","13","Pessoas","1381","Pessoas","-","Pessoas"
"MU","3540507","Porangaba (SP)","7244","Pessoas","497","Pessoas","25","Pessoas","2682","Pessoas","3","Pessoas"
"MU","3540606","Porto Feliz (SP)","36432","Pessoas","3942","Pessoas","184","Pessoas","15925","Pessoas","14","Pessoas"
"MU","3540705","Porto Ferreira (SP)","32624","Pessoas","3519","Pessoas","54","Pessoas","16431","Pessoas","21","Pessoas"
"MU","3540754","Potim (SP)","11186","Pessoas","1347","Pessoas","29","Pessoas","7816","Pessoas","11","Pessoas"
"MU","3540804","Potirendaba (SP)","12828","Pessoas","580","Pessoas","38","Pessoas","5036","Pessoas","14","Pessoas"
"MU","3540853","Pracinha (SP)","1022","Pessoas","283","Pessoas","3","Pessoas","1270","Pessoas","-","Pessoas"
"MU","3540903","Pradópolis (SP)","9971","Pessoas","898","Pessoas","12","Pessoas","6193","Pessoas","4","Pessoas"
"MU","3541000","Praia Grande (SP)","182320","Pessoas","32104","Pessoas","1794","Pessoas","133181","Pessoas","508","Pessoas"
"MU","3541059","Pratânia (SP)","2924","Pessoas","334","Pessoas","10","Pessoas","1852","Pessoas","6","Pessoas"
"MU","3541109","Presidente Alves (SP)","2342","Pessoas","239","Pessoas","5","Pessoas","1215","Pessoas","3","Pessoas"
"MU","3541208","Presidente Bernardes (SP)","8830","Pessoas","791","Pessoas","225","Pessoas","4638","Pessoas","6","Pessoas"
"MU","3541307","Presidente Epitácio (SP)","18393","Pessoas","2588","Pessoas","478","Pessoas","18004","Pessoas","41","Pessoas"
"MU","3541406","Presidente Prudente (SP)","133716","Pessoas","14486","Pessoas","5611","Pessoas","71650","Pessoas","201","Pessoas"
"MU","3541505","Presidente Venceslau (SP)","19564","Pessoas","1825","Pessoas","725","Pessoas","13075","Pessoas","12","Pessoas"
"MU","3541604","Promissão (SP)","20641","Pessoas","1708","Pessoas","427","Pessoas","12348","Pessoas","7","Pessoas"
"MU","3541653","Quadra (SP)","2275","Pessoas","148","Pessoas","17","Pessoas","949","Pessoas","16","Pessoas"
"MU","3541703","Quatá (SP)","6860","Pessoas","770","Pessoas","28","Pessoas","5502","Pessoas","3","Pessoas"
"MU","3541802","Queiroz (SP)","1290","Pessoas","184","Pessoas","5","Pessoas","1785","Pessoas","1","Pessoas"
"MU","3541901","Queluz (SP)","5214","Pessoas","637","Pessoas","11","Pessoas","3291","Pessoas","6","Pessoas"
"MU","3542008","Quintana (SP)","3697","Pessoas","442","Pessoas","75","Pessoas","2815","Pessoas","9","Pessoas"
"MU","3542107","Rafard (SP)","5816","Pessoas","649","Pessoas","15","Pessoas","2482","Pessoas","2","Pessoas"
"MU","3542206","Rancharia (SP)","16556","Pessoas","1445","Pessoas","265","Pessoas","10301","Pessoas","21","Pessoas"
"MU","3542305","Redenção da Serra (SP)","3009","Pessoas","178","Pessoas","20","Pessoas","1286","Pessoas","1","Pessoas"
"MU","3542404","Regente Feijó (SP)","11627","Pessoas","1022","Pessoas","336","Pessoas","7150","Pessoas","8","Pessoas"
"MU","3542503","Reginópolis (SP)","4601","Pessoas","500","Pessoas","10","Pessoas","2549","Pessoas","2","Pessoas"
"MU","3542602","Registro (SP)","31790","Pessoas","3091","Pessoas","2013","Pessoas","22977","Pessoas","75","Pessoas"
"MU","3542701","Restinga (SP)","3380","Pessoas","466","Pessoas","10","Pessoas","2545","Pessoas","3","Pessoas"
"MU","3542800","Ribeira (SP)","1373","Pessoas","138","Pessoas","2","Pessoas","1619","Pessoas","-","Pessoas"
"MU","3542909","Ribeirão Bonito (SP)","5571","Pessoas","1137","Pessoas","36","Pessoas","4236","Pessoas","9","Pessoas"
"MU","3543006","Ribeirão Branco (SP)","11307","Pessoas","565","Pessoas","77","Pessoas","6660","Pessoas","18","Pessoas"
"MU","3543105","Ribeirão Corrente (SP)","2088","Pessoas","524","Pessoas","19","Pessoas","1972","Pessoas","5","Pessoas"
"MU","3543204","Ribeirão do Sul (SP)","3526","Pessoas","170","Pessoas","13","Pessoas","968","Pessoas","-","Pessoas"
"MU","3543238","Ribeirão dos Índios (SP)","1224","Pessoas","64","Pessoas","1","Pessoas","736","Pessoas","-","Pessoas"
"MU","3543253","Ribeirão Grande (SP)","5264","Pessoas","123","Pessoas","29","Pessoas","2029","Pessoas","5","Pessoas"
"MU","3543303","Ribeirão Pires (SP)","65501","Pessoas","8336","Pessoas","1145","Pessoas","40382","Pessoas","194","Pessoas"
"MU","3543402","Ribeirão Preto (SP)","444608","Pessoas","56201","Pessoas","5498","Pessoas","191693","Pessoas","594","Pessoas"
"MU","3543501","Riversul (SP)","3840","Pessoas","154","Pessoas","6","Pessoas","1597","Pessoas","2","Pessoas"
"MU","3543600","Rifaina (SP)","2626","Pessoas","180","Pessoas","2","Pessoas","1240","Pessoas","1","Pessoas"
"MU","3543709","Rincão (SP)","5083","Pessoas","645","Pessoas","25","Pessoas","3342","Pessoas","3","Pessoas"
"MU","3543808","Rinópolis (SP)","5218","Pessoas","355","Pessoas","116","Pessoas","3565","Pessoas","4","Pessoas"
"MU","3543907","Rio Claro (SP)","136235","Pessoas","13263","Pessoas","787","Pessoas","50989","Pessoas","128","Pessoas"
"MU","3544004","Rio das Pedras (SP)","17862","Pessoas","2043","Pessoas","37","Pessoas","11373","Pessoas","13","Pessoas"
"MU","3544103","Rio Grande da Serra (SP)","18924","Pessoas","4734","Pessoas","175","Pessoas","20290","Pessoas","46","Pessoas"
"MU","3544202","Riolândia (SP)","4418","Pessoas","818","Pessoas","85","Pessoas","4985","Pessoas","3","Pessoas"
"MU","3544251","Rosana (SP)","7691","Pessoas","1186","Pessoas","98","Pessoas","8429","Pessoas","36","Pessoas"
"MU","3544301","Roseira (SP)","6214","Pessoas","572","Pessoas","34","Pessoas","4006","Pessoas","6","Pessoas"
"MU","3544400","Rubiácea (SP)","1315","Pessoas","146","Pessoas","23","Pessoas","1205","Pessoas","11","Pessoas"
"MU","3544509","Rubinéia (SP)","2220","Pessoas","170","Pessoas","35","Pessoas","1408","Pessoas","-","Pessoas"
"MU","3544608","Sabino (SP)","3163","Pessoas","181","Pessoas","15","Pessoas","1751","Pessoas","2","Pessoas"
"MU","3544707","Sagres (SP)","1102","Pessoas","149","Pessoas","19","Pessoas","1200","Pessoas","4","Pessoas"
"MU","3544806","Sales (SP)","4280","Pessoas","243","Pessoas","6","Pessoas","1906","Pessoas","2","Pessoas"
"MU","3544905","Sales Oliveira (SP)","8144","Pessoas","483","Pessoas","34","Pessoas","2747","Pessoas","3","Pessoas"
"MU","3545001","Salesópolis (SP)","11369","Pessoas","395","Pessoas","107","Pessoas","3327","Pessoas","4","Pessoas"
"MU","3545100","Salmourão (SP)","2048","Pessoas","270","Pessoas","8","Pessoas","2482","Pessoas","-","Pessoas"
"MU","3545159","Saltinho (SP)","6368","Pessoas","277","Pessoas","5","Pessoas","1506","Pessoas","4","Pessoas"
"MU","3545209","Salto (SP)","84794","Pessoas","9218","Pessoas","623","Pessoas","39605","Pessoas","75","Pessoas"
"MU","3545308","Salto de Pirapora (SP)","28028","Pessoas","2274","Pessoas","248","Pessoas","13164","Pessoas","34","Pessoas"
"MU","3545407","Salto Grande (SP)","5898","Pessoas","448","Pessoas","39","Pessoas","2659","Pessoas","6","Pessoas"
"MU","3545506","Sandovalina (SP)","1420","Pessoas","319","Pessoas","8","Pessoas","1896","Pessoas","2","Pessoas"
"MU","3545605","Santa Adélia (SP)","9397","Pessoas","616","Pessoas","38","Pessoas","3958","Pessoas","9","Pessoas"
"MU","3545704","Santa Albertina (SP)","3920","Pessoas","337","Pessoas","71","Pessoas","2053","Pessoas","12","Pessoas"
"MU","3545803","Santa Bárbara d'Oeste (SP)","119959","Pessoas","10253","Pessoas","525","Pessoas","52531","Pessoas","77","Pessoas"
"MU","3546009","Santa Branca (SP)","9104","Pessoas","737","Pessoas","31","Pessoas","4098","Pessoas","5","Pessoas"
"MU","3546108","Santa Clara d'Oeste (SP)","1533","Pessoas","129","Pessoas","6","Pessoas","930","Pessoas","-","Pessoas"
"MU","3546207","Santa Cruz da Conceição (SP)","3379","Pessoas","111","Pessoas","7","Pessoas","776","Pessoas","4","Pessoas"
"MU","3546256","Santa Cruz da Esperança (SP)","1348","Pessoas","139","Pessoas","4","Pessoas","625","Pessoas","-","Pessoas"
"MU","3546306","Santa Cruz das Palmeiras (SP)","15810","Pessoas","2152","Pessoas","41","Pessoas","10842","Pessoas","19","Pessoas"
"MU","3546405","Santa Cruz do Rio Pardo (SP)","33923","Pessoas","1952","Pessoas","232","Pessoas","10311","Pessoas","24","Pessoas"
"MU","3546504","Santa Ernestina (SP)","2875","Pessoas","437","Pessoas","7","Pessoas","2794","Pessoas","5","Pessoas"
"MU","3546603","Santa Fé do Sul (SP)","23022","Pessoas","1357","Pessoas","524","Pessoas","9861","Pessoas","30","Pessoas"
"MU","3546702","Santa Gertrudes (SP)","13564","Pessoas","1520","Pessoas","21","Pessoas","8488","Pessoas","16","Pessoas"
"MU","3546801","Santa Isabel (SP)","32652","Pessoas","3117","Pessoas","496","Pessoas","16873","Pessoas","36","Pessoas"
"MU","3546900","Santa Lúcia (SP)","3907","Pessoas","615","Pessoas","12","Pessoas","2614","Pessoas","1","Pessoas"
"MU","3547007","Santa Maria da Serra (SP)","2958","Pessoas","328","Pessoas","9","Pessoas","1944","Pessoas","4","Pessoas"
"MU","3547106","Santa Mercedes (SP)","1548","Pessoas","175","Pessoas","24","Pessoas","1208","Pessoas","1","Pessoas"
"MU","3547205","Santana da Ponte Pensa (SP)","1195","Pessoas","46","Pessoas","13","Pessoas","416","Pessoas","-","Pessoas"
"MU","3547304","Santana de Parnaíba (SP)","84689","Pessoas","11178","Pessoas","1484","Pessoas","56579","Pessoas","166","Pessoas"
"MU","3547403","Santa Rita d'Oeste (SP)","1999","Pessoas","92","Pessoas","44","Pessoas","598","Pessoas","-","Pessoas"
"MU","3547502","Santa Rita do Passa Quatro (SP)","17620","Pessoas","1465","Pessoas","45","Pessoas","5688","Pessoas","15","Pessoas"
"MU","3547601","Santa Rosa de Viterbo (SP)","13814","Pessoas","1654","Pessoas","35","Pessoas","7894","Pessoas","14","Pessoas"
"MU","3547650","Santa Salete (SP)","1269","Pessoas","34","Pessoas","6","Pessoas","336","Pessoas","-","Pessoas"
"MU","3547700","Santo Anastácio (SP)","10955","Pessoas","865","Pessoas","259","Pessoas","5876","Pessoas","8","Pessoas"
"MU","3547809","Santo André (SP)","487984","Pessoas","48132","Pessoas","9779","Pessoas","202332","Pessoas","630","Pessoas"
"MU","3547908","Santo Antônio da Alegria (SP)","4385","Pessoas","313","Pessoas","2","Pessoas","2073","Pessoas","-","Pessoas"
"MU","3548005","Santo Antônio de Posse (SP)","14196","Pessoas","1225","Pessoas","59","Pessoas","7761","Pessoas","2","Pessoas"
"MU","3548054","Santo Antônio do Aracanguá (SP)","3674","Pessoas","586","Pessoas","55","Pessoas","4055","Pessoas","9","Pessoas"
"MU","3548104","Santo Antônio do Jardim (SP)","4560","Pessoas","252","Pessoas","5","Pessoas","1307","Pessoas","2","Pessoas"
"MU","3548203","Santo Antônio do Pinhal (SP)","5686","Pessoas","157","Pessoas","85","Pessoas","1197","Pessoas","8","Pessoas"
"MU","3548302","Santo Expedito (SP)","1482","Pessoas","157","Pessoas","24","Pessoas","1330","Pessoas","7","Pessoas"
"MU","3548401","Santópolis do Aguapeí (SP)","1641","Pessoas","317","Pessoas","79","Pessoas","1857","Pessoas","5","Pessoas"
"MU","3548500","Santos (SP)","282641","Pessoas","28016","Pessoas","4290","Pessoas","103273","Pessoas","364","Pessoas"
"MU","3548609","São Bento do Sapucaí (SP)","9309","Pessoas","279","Pessoas","19","Pessoas","2065","Pessoas","2","Pessoas"
"MU","3548708","São Bernardo do Campo (SP)","477984","Pessoas","58608","Pessoas","11702","Pessoas","261363","Pessoas","1043","Pessoas"
"MU","3548807","São Caetano do Sul (SP)","131449","Pessoas","6056","Pessoas","3326","Pessoas","24631","Pessoas","186","Pessoas"
"MU","3548906","São Carlos (SP)","170822","Pessoas","18125","Pessoas","1977","Pessoas","63589","Pessoas","322","Pessoas"
"MU","3549003","São Francisco (SP)","1781","Pessoas","103","Pessoas","5","Pessoas","710","Pessoas","3","Pessoas"
"MU","3549102","São João da Boa Vista (SP)","69103","Pessoas","5195","Pessoas","182","Pessoas","18040","Pessoas","27","Pessoas"
"MU","3549201","São João das Duas Pontes (SP)","1445","Pessoas","101","Pessoas","2","Pessoas","1032","Pessoas","-","Pessoas"
"MU","3549250","São João de Iracema (SP)","850","Pessoas","148","Pessoas","2","Pessoas","846","Pessoas","-","Pessoas"
"MU","3549300","São João do Pau d'Alho (SP)","1473","Pessoas","123","Pessoas","6","Pessoas","640","Pessoas","-","Pessoas"
"MU","3549409","São Joaquim da Barra (SP)","26405","Pessoas","5004","Pessoas","160","Pessoas","16959","Pessoas","29","Pessoas"
"MU","3549508","São José da Bela Vista (SP)","3891","Pessoas","601","Pessoas","16","Pessoas","3117","Pessoas","1","Pessoas"
"MU","3549607","São José do Barreiro (SP)","2389","Pessoas","198","Pessoas","1","Pessoas","1264","Pessoas","1","Pessoas"
"MU","3549706","São José do Rio Pardo (SP)","35477","Pessoas","3046","Pessoas","89","Pessoas","13584","Pessoas","9","Pessoas"
"MU","3549805","São José do Rio Preto (SP)","324417","Pessoas","28265","Pessoas","4079","Pessoas","123316","Pessoas","309","Pessoas"
"MU","3549904","São José dos Campos (SP)","462603","Pessoas","43136","Pessoas","9008","Pessoas","181647","Pessoas","629","Pessoas"
"MU","3549953","São Lourenço da Serra (SP)","8762","Pessoas","982","Pessoas","211","Pessoas","6100","Pessoas","11","Pessoas"
"MU","3550001","São Luiz do Paraitinga (SP)","7697","Pessoas","297","Pessoas","22","Pessoas","2312","Pessoas","6","Pessoas"
"MU","3550100","São Manuel (SP)","24374","Pessoas","2252","Pessoas","96","Pessoas","10558","Pessoas","9","Pessoas"
